Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
882,7,1,65,3,1,24,2,,,1,50,100,60,80,75,70,100,80,80,50,2,1,5,1,2,1,1,14,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.469224
887,7,2,62,3,2,47,4,3,,,100,50,100,100,100,20,20,20,20,20,3,1,5,1,1,1,1,2,6,3,5,8,0,2,1,0,0,0,0,0,0,0,1.140098
916,7,1,73,1,2,9,3,1,,,60,45,50,40,40,70,50,50,60,60,4,5,5,4,1,1,4,13,10,2,3,4,0,2,1,0,0,0,0,0,0,0,0.208785
923,7,2,76,2,1,27,1,,1,,75,60,20,25,60,80,40,15,30,40,5,5,5,5,1,1,1,11,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.162044
933,7,2,33,2,3,31,1,,2,,30,20,10,50,10,10,30,40,40,40,3,1,1,1,3,1,1,1,9,5,1,8,0,2,0,1,0,0,0,0,0,0,0.504609
936,7,1,25,3,2,21,3,2,,,20,20,20,20,20,0,0,28,50,25,3,2,1,2,4,4,3,2,5,3,1,8,0,2,1,0,0,0,0,0,0,0,1.264552
944,7,2,47,3,3,11,1,,1,,70,65,60,50,65,80,90,80,90,85,5,4,4,1,1,1,2,21,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.669033
945,7,2,46,3,2,54,5,1,,,10,50,30,0,20,10,40,30,30,5,1,1,1,1,1,1,1,12,7,5,3,7,0,2,1,0,0,0,0,0,0,0,0.420704
951,7,2,44,4,3,35,1,,1,,59,40,30,19,10,70,30,30,18,10,1,1,1,5,1,1,1,9,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.17212
956,7,2,37,3,1,45,2,,,2,75,10,2,10,3,20,25,20,25,10,1,1,1,1,1,1,1,8,8,3,3,1,4,2,1,0,0,0,0,0,0,0,0.379728
965,7,2,53,3,2,1,3,3,,,50,80,70,80,75,50,80,75,80,75,5,1,5,4,1,1,1,16,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.669033
972,7,1,72,2,1,31,4,3,,,15,30,40,15,10,20,20,20,25,25,1,1,3,2,2,2,1,5,5,1,4,4,0,2,1,0,0,0,0,0,0,0,0.951172
982,7,1,69,3,2,24,1,,2,,58,24,43,28,23,65,31,53,29,28,5,1,4,1,3,1,1,11,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.255937
983,7,1,67,3,1,1,1,,2,,50,20,50,50,50,50,20,50,50,50,5,2,5,1,4,1,1,5,10,3,5,4,0,2,1,0,0,0,0,0,0,0,0.255937
998,7,2,42,4,2,41,3,3,,,20,10,20,10,10,20,30,30,20,10,1,1,1,1,1,1,1,15,5,1,3,7,2,2,1,0,0,0,0,0,0,0,0.855152
1006,7,1,37,2,1,18,2,,,2,65,80,80,60,20,80,80,60,60,20,1,1,1,2,1,5,1,11,5,1,1,1,2,2,1,0,0,0,0,0,0,0,1.183268
1008,7,2,38,4,2,41,2,,,1,20,0,20,28,60,10,20,10,50,10,3,4,5,2,5,4,4,17,11,2,3,7,2,2,0,0,0,1,0,0,0,0,0.766219
1009,7,2,38,3,2,45,2,,,2,45,5,15,5,5,5,5,50,5,5,1,1,1,1,2,1,1,19,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.60387
1012,7,1,65,2,1,31,2,,,1,85,30,15,25,30,90,5,3,5,10,1,1,4,1,5,4,1,13,11,5,3,2,0,2,1,0,0,0,0,0,0,0,0.191447
1052,7,2,33,3,3,24,1,,1,,80,60,40,40,40,95,80,60,80,50,5,5,5,3,2,2,5,14,11,1,1,1,0,2,1,0,0,0,0,0,0,0,0.207122
1053,7,2,28,4,2,41,3,1,,,50,60,45,65,55,80,75,70,75,60,1,2,3,4,2,1,2,19,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.501821
1062,7,1,75,2,3,27,1,,2,,50,30,70,25,20,50,40,60,60,20,1,1,4,1,1,1,1,3,5,3,1,4,0,2,1,0,0,0,0,0,0,0,0.951172
1067,7,2,57,1,2,33,3,3,,,48,56,67,52,74,41,64,39,37,54,1,1,3,4,5,2,1,15,9,1,2,8,1,2,1,0,0,0,0,0,0,0,0.34435
1078,7,1,58,4,1,49,2,,,1,15,15,15,25,15,5,10,40,10,10,1,1,1,1,1,4,1,8,9,1,1,2,0,2,1,0,0,0,0,0,0,0,0.392575
1081,7,1,67,2,2,31,3,3,,,65,70,60,40,20,60,30,70,40,10,5,1,5,1,5,4,1,20,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.558167
1084,7,1,70,3,1,10,2,,,2,10,10,10,60,10,10,5,10,70,5,1,1,4,1,5,1,1,18,5,1,4,4,0,2,1,0,0,0,0,0,0,0,3.707338
1085,7,2,53,2,1,18,4,1,,,10,10,10,50,20,20,10,10,40,20,1,1,4,2,1,1,1,8,10,3,5,1,0,2,1,0,0,0,0,0,0,0,0.162044
1132,7,2,40,3,2,10,1,,2,,25,5,82,52,5,50,58,25,25,25,3,3,2,3,2,4,4,17,11,1,1,8,1,2,1,0,0,0,0,0,0,0,0.60387
1142,7,1,70,4,2,8,3,1,,,10,25,45,15,5,15,25,40,15,5,1,1,5,1,1,1,1,5,5,3,3,4,0,2,1,0,0,0,0,0,0,0,1.063868
1156,7,2,73,2,1,29,2,,,1,50,0,25,0,0,25,10,10,10,10,1,1,1,1,4,4,1,6,8,1,4,2,0,2,1,0,0,0,0,0,0,0,0.297084
1157,7,2,63,1,2,25,1,,1,,60,30,20,35,30,80,60,30,60,60,3,4,5,5,1,1,2,12,8,3,5,1,0,2,1,0,0,0,0,0,0,0,0.34435
1186,7,2,48,3,2,45,1,,1,,65,45,43,45,55,45,40,35,52,48,4,2,4,5,1,1,1,8,11,5,5,1,0,2,1,0,0,0,0,0,0,0,0.229472
1217,7,1,27,3,2,24,3,1,,,25,15,20,15,25,25,15,20,15,25,1,1,1,1,1,1,1,13,8,1,3,1,1,1,1,0,0,0,0,0,0,0,0.718963
1274,7,1,51,3,2,5,2,,,2,25,20,25,10,20,25,20,25,10,20,2,1,3,4,3,3,1,7,11,1,1,4,0,2,1,0,0,0,0,0,0,0,0.255937
1301,7,1,44,3,2,5,3,2,,,15,15,15,15,15,10,10,15,10,10,1,1,1,1,4,5,1,17,10,3,3,1,0,2,1,0,0,0,0,0,0,0,0.742065
1302,7,1,66,1,1,25,1,,1,,60,40,50,30,60,60,40,70,40,60,2,1,5,1,1,1,1,21,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.608719
1309,7,1,35,3,2,24,1,,2,,20,25,5,25,25,20,20,20,20,20,2,5,4,1,5,1,2,14,10,1,4,1,1,2,1,0,0,0,0,0,0,0,0.254522
1317,7,2,44,4,1,32,1,,2,,35,40,35,35,35,30,20,20,20,20,1,2,1,1,1,1,1,19,5,1,3,3,0,2,1,0,0,0,0,0,0,0,2.493217
1319,7,1,80,3,1,28,2,,,1,20,20,20,10,5,1,0,20,3,0,1,1,1,2,5,4,1,22,13,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
1321,7,2,49,3,1,47,4,3,,,25,25,25,0,25,20,20,20,20,20,1,1,1,1,1,1,1,17,8,1,3,7,0,2,1,0,0,0,0,0,0,0,1.226574
1326,7,1,69,1,2,25,2,,,1,5,1,10,10,2,55,90,1,35,25,1,1,1,1,2,2,1,22,10,2,3,4,0,2,1,0,0,0,0,0,0,0,0.608719
1337,7,2,36,2,1,18,2,,,1,30,20,15,25,20,30,20,15,25,20,1,1,5,1,1,1,1,7,10,5,5,1,2,2,1,0,0,0,0,0,0,0,0.180262
1356,7,2,38,4,2,15,5,1,,,70,60,67,78,74,90,85,80,90,90,4,4,5,4,1,1,5,20,10,3,3,2,0,1,0,0,0,0,0,1,0,0,1.18056
1381,7,2,47,1,2,9,2,,,2,63,13,3,21,34,78,29,36,35,53,5,4,4,1,5,1,2,19,10,1,2,1,0,2,1,0,0,0,0,0,0,0,0.547609
1383,7,1,61,2,2,20,3,3,,,35,20,30,10,25,15,5,10,10,5,1,1,1,1,1,1,1,13,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.191447
1405,7,1,19,2,3,19,1,,1,,65,55,60,60,60,55,40,48,40,45,2,2,4,2,1,1,2,21,7,3,1,5,0,2,1,0,0,0,0,0,0,0,1.273019
1419,7,2,49,1,3,44,1,,1,,75,75,75,75,75,60,75,60,60,60,1,2,2,1,1,1,4,6,10,1,3,7,1,2,1,0,0,0,0,0,0,0,0.187825
1422,7,1,22,2,1,18,3,3,,,10,0,35,45,0,0,0,20,0,0,1,1,1,1,1,1,1,16,8,3,1,5,0,2,1,1,0,0,0,0,0,0,1.943744
1425,7,2,36,3,2,21,2,,,2,75,60,80,60,60,50,40,60,40,40,3,3,3,1,2,1,1,20,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.60387
1487,7,2,42,3,3,40,3,3,,,50,50,35,40,25,35,35,30,30,20,5,4,4,1,1,1,1,11,7,1,3,1,0,2,1,0,0,0,0,0,0,0,0.379728
1488,7,2,43,3,2,21,1,,2,,80,55,85,85,35,40,20,25,25,10,4,1,4,1,1,1,1,21,8,1,3,7,0,2,1,0,0,0,0,0,0,0,1.107107
1517,7,2,37,1,1,9,1,,2,,15,25,25,15,15,25,20,30,10,15,4,3,4,1,2,4,4,19,12,1,3,1,0,1,1,0,0,0,0,0,0,0,0.864506
1520,7,2,46,4,2,8,1,,1,,60,40,30,40,50,30,40,20,38,40,4,3,3,1,1,3,4,7,10,1,3,2,0,1,1,0,0,0,0,0,0,0,0.286915
1522,7,2,53,4,1,41,2,,,2,35,35,75,50,40,35,35,60,75,80,1,1,4,1,4,4,1,20,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.542918
1533,7,2,54,3,1,45,2,,,2,50,50,70,35,50,20,50,50,35,50,2,1,5,2,1,1,1,21,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.669033
1539,7,2,54,2,2,29,3,1,,,40,35,25,20,40,25,20,20,25,25,2,2,2,1,1,1,1,8,8,1,4,1,0,2,1,0,0,0,0,0,0,0,0.297084
1561,7,2,45,3,3,10,3,3,,,20,5,15,10,50,20,20,20,20,20,4,3,3,3,3,3,3,11,8,1,5,1,1,2,1,0,0,0,0,0,0,0,0.420704
1567,7,2,50,3,1,45,3,3,,,30,10,20,30,50,10,20,10,10,30,1,1,4,1,4,1,1,7,6,1,2,1,0,2,1,0,0,0,0,0,0,0,1.140098
1577,7,2,30,1,3,25,1,,2,,53,15,40,25,30,45,30,40,25,23,4,3,5,4,4,2,1,14,10,2,1,1,0,1,0,0,0,0,0,1,0,0,0.452747
1589,7,2,37,4,3,49,1,,1,,70,45,70,60,45,60,40,40,40,40,4,4,4,4,1,2,4,17,10,3,3,1,1,2,1,0,0,0,0,0,0,0,0.501821
1590,7,2,51,3,3,11,2,,,1,20,5,20,5,50,20,5,5,10,60,2,5,2,1,4,3,1,23,11,1,5,7,2,2,1,0,0,0,0,0,0,0,0.669033
1619,7,2,36,2,1,18,3,3,,,45,5,25,30,15,15,5,10,10,10,1,1,2,1,1,1,1,18,11,1,1,1,0,2,1,0,0,0,0,0,0,0,0.525559
1624,7,2,37,4,2,49,2,,,1,45,50,55,45,55,50,50,50,50,50,1,1,4,1,1,1,1,19,7,2,3,1,1,2,1,0,0,0,0,0,0,0,0.920015
1626,7,2,40,3,2,28,4,2,,,70,65,85,70,75,50,70,60,60,50,1,1,1,1,1,1,1,7,9,1,3,1,1,2,1,0,0,0,0,0,0,0,0.379728
1630,7,2,40,2,1,18,2,,,2,50,30,50,10,50,30,30,30,5,50,2,1,4,2,4,1,1,8,5,1,2,2,0,2,1,0,0,0,0,0,0,0,0.895604
1671,7,2,49,2,1,20,2,,,1,7,80,35,5,5,5,90,5,5,5,1,1,1,1,1,2,1,14,7,1,3,7,3,2,1,0,0,0,0,0,0,0,0.297084
1679,7,2,50,3,2,47,2,,,2,38,15,18,49,22,50,10,15,50,15,5,4,5,3,4,4,1,20,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.669033
1688,7,2,45,4,1,8,2,,,1,20,55,50,45,25,80,50,35,35,25,2,3,4,2,4,2,1,17,11,1,3,7,4,2,1,0,0,0,0,0,0,0,0.542918
1690,7,2,38,3,1,47,1,,1,,25,25,0,25,25,25,25,0,25,25,3,3,3,3,3,3,3,6,6,1,3,8,4,2,1,0,0,0,0,0,0,0,1.029053
1704,7,2,50,2,1,29,2,,,2,80,30,50,40,40,75,20,30,30,30,1,1,4,1,1,1,1,18,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.472443
1715,7,2,50,3,1,28,1,,2,,80,75,75,75,75,50,50,60,50,50,1,5,2,4,1,1,1,15,13,1,5,1,0,2,1,0,0,0,0,0,0,0,0.229472
1717,7,1,34,2,2,20,2,,,1,20,20,5,8,30,5,23,35,40,40,3,1,3,1,3,3,1,13,8,3,1,1,0,2,1,0,0,0,0,0,0,0,0.436635
1723,7,2,45,3,2,28,1,,2,,10,40,50,50,50,5,10,25,25,25,1,1,5,1,1,1,1,13,11,1,1,1,0,2,0,1,0,0,0,0,0,0,0.350376
1729,7,1,52,2,2,19,1,,1,,75,65,65,70,60,60,45,65,65,50,2,5,5,1,1,1,1,15,11,1,3,1,1,2,1,0,0,0,0,0,0,0,0.191447
1730,7,2,35,3,2,24,2,,,2,50,25,22,25,23,60,25,20,20,20,2,2,3,1,2,1,1,19,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.60387
1772,7,1,18,1,2,25,1,,1,,10,10,10,10,20,10,10,10,10,10,2,5,3,2,4,1,2,18,7,1,1,1,0,2,1,0,0,0,0,0,0,0,0.869536
1802,7,2,30,4,2,35,4,3,,,80,35,43,60,30,80,35,95,70,35,1,1,1,1,1,1,1,7,10,3,3,2,0,2,1,0,0,0,0,0,0,0,0.17212
1832,7,1,32,4,1,32,2,,,2,66,40,75,80,70,50,50,60,50,50,2,2,2,1,2,1,1,9,11,3,1,1,0,2,1,0,0,0,0,0,0,0,0.224317
1850,7,1,40,4,3,32,1,,1,,90,50,80,85,25,50,50,50,50,50,4,3,4,3,1,1,4,17,10,3,3,1,2,2,1,0,0,0,0,0,0,0,0.654001
1900,7,2,26,2,2,19,3,1,,,25,10,25,15,25,25,5,30,5,35,3,2,4,1,3,1,3,18,10,1,3,1,0,1,1,0,0,0,0,0,0,0,0.809761
1924,7,2,33,3,3,40,2,,,1,25,25,25,25,0,25,25,25,25,0,3,4,4,3,4,4,5,18,13,1,3,1,2,2,1,0,0,0,0,0,0,0,0.60387
1932,7,2,25,3,1,1,2,,,1,5,30,30,10,15,2,5,10,5,5,1,2,1,2,1,2,1,6,10,1,3,7,1,2,1,0,0,0,0,0,0,0,0.207122
1959,7,1,51,2,3,20,2,,,2,5,10,40,20,25,0,10,30,30,30,1,1,1,1,1,1,1,7,6,3,3,1,1,2,1,0,0,0,0,0,0,0,0.951172
1982,7,1,35,1,3,25,1,,2,,40,20,10,20,10,50,10,20,10,10,5,3,5,1,3,3,3,20,10,1,3,1,3,2,1,0,0,0,0,0,0,0,0.474287
1988,7,1,34,3,1,22,2,,,1,40,10,10,20,20,10,20,10,20,20,4,4,4,3,2,3,3,10,8,1,1,1,2,2,1,0,0,0,0,0,0,0,0.466629
1993,7,1,41,3,3,24,1,,1,,20,20,20,20,20,10,30,20,20,20,3,2,2,2,2,3,3,21,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
2000,7,2,20,3,1,45,1,,2,,50,40,10,10,70,23,80,98,32,65,3,2,3,2,4,2,3,21,8,1,3,1,1,2,1,0,0,0,0,0,0,0,1.107107
2002,7,2,22,2,2,20,3,1,,,60,20,30,30,30,60,30,30,30,20,1,1,1,1,1,1,1,8,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.180262
2007,7,1,25,3,2,21,1,,1,,35,35,45,40,30,20,20,30,25,15,2,4,2,1,1,1,2,6,8,4,1,8,0,2,1,0,0,0,0,0,0,0,0.466629
2033,7,1,50,1,2,25,3,3,,,50,10,10,10,0,50,10,10,10,0,2,2,3,1,2,1,1,20,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.608719
2036,7,1,51,4,2,49,2,,,2,45,20,60,15,20,15,15,60,20,20,1,1,1,1,5,1,1,19,11,2,3,1,0,2,1,0,0,0,0,0,0,0,0.6243
2039,7,1,41,3,2,45,1,,1,,48,40,27,39,35,12,20,8,8,10,5,1,1,1,1,1,1,10,5,1,3,1,0,2,1,0,0,0,0,0,0,0,1.264552
2078,7,1,51,1,2,25,2,,,2,15,35,20,20,20,50,60,60,60,60,1,1,1,1,3,3,1,20,9,1,3,1,0,2,1,0,0,0,0,0,0,0,1.115998
2089,7,1,49,1,2,9,1,,2,,30,40,25,20,40,10,10,10,20,20,2,2,5,1,4,1,1,7,5,1,3,8,1,2,0,1,0,0,0,0,0,0,1.583856
2094,7,1,20,3,1,45,2,,,1,15,20,20,20,10,30,15,15,10,20,5,1,1,1,5,1,1,6,9,4,1,6,1,2,0,1,0,0,0,0,0,0,0.712485
2095,7,2,21,1,3,25,4,1,,,50,75,48,75,60,40,50,35,75,50,2,2,2,1,2,1,1,9,9,4,1,5,0,2,0,1,0,0,0,0,0,0,0.538724
2107,7,1,51,3,1,5,3,2,,,50,50,60,25,45,20,25,50,20,20,1,1,2,1,2,3,1,8,10,1,1,5,0,2,1,0,0,0,0,0,0,0,0.255937
2128,7,2,26,1,2,25,3,3,,,90,50,50,60,40,90,80,50,80,60,3,3,3,3,3,3,3,18,11,3,1,1,0,2,1,0,0,0,0,0,0,0,0.56109
2142,7,1,53,3,2,21,2,,,2,35,10,30,12,20,22,20,25,10,15,1,1,1,1,1,1,1,21,5,1,3,7,0,2,1,0,0,0,0,0,0,0,3.707338
2144,7,1,42,3,1,47,3,3,,,75,90,35,90,70,75,75,75,75,75,1,1,1,1,1,1,1,6,8,3,5,1,1,2,1,0,1,0,0,0,0,0,0.712485
2145,7,1,72,2,2,18,3,1,,,35,20,50,85,60,45,20,70,60,65,1,1,4,1,1,1,1,13,11,1,1,4,0,2,1,0,0,0,0,0,0,0,0.191447
2150,7,2,36,2,1,29,3,1,,,45,50,90,65,75,16,83,55,25,75,2,1,1,2,1,2,1,8,8,1,3,8,1,2,1,0,0,0,0,0,0,0,0.330484
2159,7,2,42,3,2,24,1,,2,,75,75,50,70,50,75,75,60,75,60,5,2,4,4,1,1,2,23,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.60387
2160,7,2,78,2,1,27,2,,,2,70,80,45,70,80,70,80,50,70,60,1,1,1,5,1,2,1,5,5,5,5,4,0,2,1,0,0,0,0,0,0,0,0.805089
2163,7,2,76,1,2,25,3,2,,,25,40,40,40,25,45,60,60,60,55,1,1,1,1,5,2,1,3,10,3,5,4,0,2,1,0,0,0,0,0,0,0,0.187825
2170,7,2,67,3,2,10,2,,,2,25,20,80,40,20,25,25,80,25,25,1,1,2,1,1,1,1,13,7,3,3,4,0,2,1,0,0,0,0,0,0,0,0.420704
2181,7,2,38,3,1,45,4,3,,,30,30,40,30,40,30,30,30,30,30,1,1,1,1,1,1,1,17,5,1,2,1,0,2,1,0,0,0,0,0,0,0,3.000231
2196,7,2,69,3,2,21,2,,,2,10,20,10,30,30,25,15,25,15,20,2,5,4,2,2,1,1,19,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.669033
2198,7,2,66,1,2,9,1,,2,,55,5,30,5,5,50,5,35,5,5,2,2,4,1,1,1,1,13,10,1,3,8,0,2,1,0,0,0,0,0,0,0,0.187825
2212,7,2,30,1,2,23,3,3,,,50,40,30,25,25,40,40,40,35,35,3,3,3,3,3,3,1,10,9,1,3,2,4,3,0,0,0,0,0,0,1,0,0.538724
2262,7,2,47,2,1,27,2,,,1,20,20,10,30,20,20,20,20,20,20,1,1,1,1,2,1,1,7,3,1,3,8,0,2,1,0,0,0,0,0,0,0,0.805089
2298,7,2,27,2,2,27,1,,1,,40,20,20,20,20,40,20,20,20,20,2,2,3,2,1,1,1,19,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.525559
2303,7,2,46,3,2,47,4,3,,,10,10,30,20,20,10,30,20,20,10,1,1,2,1,3,1,1,1,5,3,3,8,0,2,1,0,0,0,0,0,0,0,1.140098
2325,7,2,25,3,1,1,4,3,,,40,0,0,10,50,40,0,0,50,10,1,1,1,1,1,1,1,5,9,1,2,1,0,2,1,0,0,0,0,0,0,0,0.379728
2326,7,2,25,3,1,40,5,2,,,38,20,2,20,20,38,20,2,20,20,1,1,1,1,1,1,1,12,5,4,5,7,2,2,1,0,1,0,0,0,0,0,1.571238
2347,7,2,41,3,2,1,3,1,,,80,65,70,70,65,25,25,25,25,25,5,3,3,5,1,1,1,10,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.207122
2353,7,1,30,3,3,24,1,,1,,30,30,20,10,10,20,30,10,30,10,2,2,1,1,3,2,4,19,9,1,3,1,2,2,1,0,0,0,0,0,0,0,1.360468
2361,7,1,53,3,1,47,1,,2,,60,50,55,50,55,10,10,10,10,10,5,1,5,1,1,1,1,13,8,1,3,4,0,1,1,0,0,0,0,0,0,0,0.722962
2376,7,2,30,4,2,8,1,,2,,60,30,40,30,40,60,30,30,30,30,3,3,5,1,1,1,3,10,10,1,1,1,0,1,1,0,0,0,0,0,0,0,0.265196
2378,7,1,36,1,2,44,5,1,,,60,30,40,45,35,80,50,50,50,50,5,3,5,1,1,1,1,13,10,1,2,1,0,2,1,0,0,0,0,0,0,0,0.162676
2384,7,1,47,2,2,18,2,,,1,10,1,10,10,1,10,1,10,10,1,1,1,2,1,2,4,1,18,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.558167
2386,7,1,37,4,2,35,2,,,2,50,50,60,80,35,35,35,60,80,35,1,1,1,1,1,1,1,18,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.654001
2388,7,1,53,3,2,45,1,,1,,20,20,5,5,50,20,20,5,5,50,4,2,2,5,1,1,1,12,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.255937
2393,7,1,38,1,2,9,1,,1,,10,30,20,20,20,10,30,20,20,20,5,5,5,5,5,5,5,19,10,1,3,1,3,2,1,0,0,0,0,0,0,0,0.474287
2400,7,1,33,2,2,31,1,,2,,65,65,65,60,65,60,60,60,60,60,3,2,3,1,1,1,2,7,5,1,3,7,2,2,1,0,0,0,0,0,0,0,1.183268
2404,7,1,53,3,1,54,2,,,1,0,50,5,45,0,10,40,15,30,5,5,3,5,1,4,3,1,7,5,1,1,2,0,2,1,0,0,0,0,0,0,0,1.271585
2410,7,1,39,2,2,29,1,,1,,25,10,25,10,25,5,10,20,5,25,5,2,5,1,1,1,1,17,10,1,3,1,2,3,0,1,0,0,0,0,0,0,1.060212
9,8,2,70,1,2,33,1,,2,,35,20,40,15,30,25,30,40,20,15,5,4,5,1,1,1,1,12,5,3,1,4,0,2,1,0,0,0,0,0,0,0,0.93318
13,8,2,81,2,1,19,1,,2,,50,26,50,10,50,90,75,75,50,50,1,1,5,1,1,1,1,12,9,1,4,4,0,3,1,0,0,0,0,0,0,0,0.297084
15,8,2,78,3,2,40,2,,,1,0,0,15,15,0,0,0,15,15,0,1,1,1,1,2,1,1,6,9,3,4,4,0,2,1,0,0,0,0,0,0,0,0.420704
17,8,1,52,3,2,10,1,,1,,25,25,25,50,50,25,25,25,50,50,1,1,5,3,1,1,1,5,5,3,4,4,0,2,1,0,0,0,0,0,0,0,1.271585
20,8,2,73,3,2,21,2,,,1,20,30,100,100,30,20,20,100,100,30,1,1,5,1,1,3,1,12,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.140098
25,8,1,26,2,2,27,1,,2,,20,25,30,30,25,25,25,30,30,30,4,3,5,2,1,1,2,14,5,3,1,3,0,2,1,0,0,0,0,0,0,0,1.183268
34,8,2,76,4,3,41,2,,,1,30,5,30,5,30,30,10,40,10,30,1,1,5,1,5,5,1,12,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.3414
36,8,2,58,3,2,1,2,,,1,40,55,5,35,5,10,15,5,20,5,1,5,4,1,5,5,1,15,9,3,5,1,0,2,1,0,0,0,0,0,0,0,0.420704
50,8,2,66,2,3,38,1,,2,,25,40,15,10,10,25,30,25,10,10,2,1,5,1,2,1,1,7,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.162044
60,8,2,70,3,2,22,2,,,2,0,15,0,0,85,0,15,0,0,85,1,1,1,1,1,1,1,4,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.140098
69,8,1,56,2,1,20,3,3,,,50,35,50,50,35,50,10,40,40,20,5,2,5,2,5,3,2,5,8,3,5,3,0,2,1,0,0,0,0,0,0,0,0.350989
76,8,1,40,3,2,24,2,,,2,25,10,25,15,25,15,30,25,20,10,4,2,4,5,4,3,2,18,9,3,3,1,0,2,1,0,0,0,0,0,0,0,1.360468
82,8,1,33,3,3,21,1,,2,,25,25,25,25,0,25,25,0,25,25,3,2,3,2,1,4,3,5,6,3,1,3,0,2,0,1,0,0,0,0,0,0,1.930815
89,8,1,28,4,2,41,4,3,,,40,10,10,10,10,20,20,20,20,20,4,5,4,2,2,4,2,3,5,1,1,1,0,2,1,0,0,0,0,0,0,0,1.114481
91,8,1,44,3,3,10,1,,1,,30,30,10,10,20,20,20,20,20,20,5,4,4,5,5,4,3,19,11,1,3,1,1,2,1,0,0,0,0,0,0,0,0.742065
94,8,2,65,3,2,1,2,,,1,30,75,49,98,97,50,40,50,78,65,1,1,1,1,1,1,1,14,5,1,3,2,0,2,1,0,0,0,0,0,0,0,1.140098
104,8,2,52,2,3,20,4,3,,,5,20,20,30,15,3,5,5,10,5,1,1,1,1,1,1,1,10,10,3,3,7,1,2,1,0,0,0,0,0,0,0,0.162044
105,8,1,42,3,1,22,3,3,,,25,5,40,25,10,10,0,10,0,10,2,4,3,3,3,3,3,6,5,3,5,3,0,2,1,0,1,0,0,0,0,0,1.930815
109,8,1,81,3,2,22,2,,,1,75,30,75,50,45,40,15,75,25,25,2,2,4,2,2,3,1,12,10,1,4,4,1,2,1,0,0,0,0,0,0,0,0.255937
110,8,1,62,2,2,20,2,,,1,70,40,50,20,35,50,35,35,25,25,1,1,5,1,1,2,1,18,7,1,3,8,0,2,1,0,0,0,0,0,0,0,1.023318
140,8,2,69,2,2,31,2,,,1,65,45,50,40,30,35,30,35,40,35,2,1,1,1,2,1,1,11,11,1,4,2,0,2,1,0,0,0,0,0,0,0,0.162044
146,8,2,55,3,1,45,3,1,,,25,25,25,0,25,10,25,25,15,25,1,5,5,1,2,1,1,4,10,1,5,4,0,2,0,1,0,0,0,0,0,0,0.350376
154,8,1,20,3,3,1,5,2,,,30,10,10,30,30,30,10,20,20,20,2,4,2,4,1,3,2,19,10,3,1,1,0,2,0,0,0,1,0,0,0,0,1.133042
162,8,1,69,2,1,18,2,,,2,10,1,10,25,5,10,1,25,10,5,1,1,1,1,5,2,1,13,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.350989
